難易度,お題,ひらがな,別解1,別解2,別解3,別解4,別解5,別解6,別解7,別解8,別解9,別解10,別解11,別解12,別解13,別解14,別解15,別解16,別解17,別解18,別解19,別解20,別解21,別解22,別解23,別解24,別解25,別解26,別解27,別解28,別解29,別解30,別解31,別解32,別解33,別解34,別解35,別解36
むずかしい,五月晴れ,さつきばれ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,作曲家,さっきょくか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ザッハトルテ,ざっはとるて,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,札幌ドーム,さっぽろどーむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サナギ,さなぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,真田幸村,さなだゆきむら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サバイバルゲーム,さばいばるげーむ,さばげー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,さば折り,さばおり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サバを読む,さばをよむ,さばよみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サブカルチャー,さぶかるちゃー,さぶかる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サフラン,さふらん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サマーソルトキック,さまーそるときっく,さまーそると,さまそ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サラマンダー,さらまんだー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サルスベリ,さるすべり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サルバドール・ダリ,さるばどーるだり,だり,,,　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,触らぬ神に祟りなし,さわらぬかみにたたりなし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三冠,さんかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,産業革命,さんぎょうかくめい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サンクトペテルブルク,さんくとぺてるぶるく,ぺてるぶるく,れにんぐらーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酸欠,さんけつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,塹壕（ざんごう）,ざんごう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三国志,さんごくし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三十三間堂,さんじゅうさんげんどう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サンショウウオ,さんしょううお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酸性雨,さんせいう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三節棍,さんせつこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,山賊,さんぞく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酸素ボンベ,さんそぼんべ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サントリーニ島,さんとりーにとう,さんとりーに,さんとりーにじま,てぃーらとう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三白眼,さんぱくがん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三方（さんぽう）,さんぽう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,サンフランシスコ,さんふらんしすこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三位一体,さんみいったい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,三葉虫,さんようちゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,しあわせなら手をたたこう,しあわせならてをたたこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シークレットブーツ,しーくれっとぶーつ,しーくれっとしゅーず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,CTスキャン,しーてぃーすきゃん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シートン,しーとん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シーモンキー,しーもんきー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シイラ,しいら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シーラカンス,しーらかんす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シェアハウス,しぇあはうす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自衛官,じえいかん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シェパード,しぇぱーど,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シェラーグボルテン,しぇらーぐぼるてん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,塩麹（しおこうじ）,しおこうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,潮岬,しおのみさき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シカゴ,しかご,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自画自賛,じがじさん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,信楽焼き（しがらきやき）,しがらきやき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,時間停止,じかんていし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,式神,しきがみ,しき,しきじん,しきのかみ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自給自足,じきゅうじそく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,試験監督,しけんかんとく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,四股（しこ）,しこ,しこふみ,しこをふむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,時効,じこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,始皇帝,しこうてい,しんのしこうてい,ちんしゅふあん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,地獄谷温泉,じごくだにおんせん,じごくだに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,獅子奮迅,ししふんじん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自習,じしゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,詩人,しじん,ぽえまー,ぽえっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,閑かさや岩にしみいる蝉の声,しずかさやいわにしみいるせみのこえ,しずけさやいわにしみいるせみのこえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,システムエンジニア,しすてむえんじにあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,思想家,しそうか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シダ,しだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,舌切りスズメ,したきりすずめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自宅警備員,じたくけいびいん,じたくけいび,にーと,ひきこもり,ひっきー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,下町,したまち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,じだんだ,じだんだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,七星剣,しちせいけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,質屋,しちや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,実業家,じつぎょうか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,執事喫茶,しつじきっさ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,嫉妬/やきもち,しっと,やきもち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,十得ナイフ/アーミーナイフ,じっとくないふ,あーみーないふ,じゅっとくないふ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,失敗,しっぱい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自転車横断帯,じてんしゃおうだんたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,自動車教習所,じどうしゃきょうしゅうじょ,きょうしゅうじょ,じどうしゃがっこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シドニー,しどにー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シナリオライター,しなりおらいたー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シニヨン,しによん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,地縛霊（じばくれい）,じばくれい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,柴田勝家,しばたかついえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,司法書士,しほうしょし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,死亡フラグ,しぼうふらぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,島根県,しまねけん,しまね,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,しめきり,しめきり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,注連縄（しめなわ）,しめなわ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,四面楚歌（しめんそか）,しめんそか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,指紋認証,しもんにんしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シャーマン,しゃーまん,きとうし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャイアントモア,じゃいあんともあ,おおぜきおおもあ,もあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャイロボール,じゃいろぼーる,じゃいろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,釈迦（しゃか）,しゃか,ぶっだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,弱肉強食,じゃくにくきょうしょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャグラー,じゃぐらー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,社交ダンス,しゃこうだんす,そしあるだんす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャズコンサート,じゃずこんさーと,じゃず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャスミン,じゃすみん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャッキ,じゃっき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャマイカ,じゃまいか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャマダハル,じゃまだはる,かたーる,かたら,ぶんでぃだがー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,軍鶏（しゃも）,しゃも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャンクション,じゃんくしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャンヌダルク,じゃんぬだるく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジャンボジェット,じゃんぼじぇっと,じゃんぼじぇっとき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,週刊誌,しゅうかんし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジュウシマツ,じゅうしまつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,羞恥心,しゅうちしん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,柔道整復師,じゅうどうせいふくし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,姑（しゅうとめ）,しゅうとめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,十二単,じゅうにひとえ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,十人十色,じゅうにんといろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シューベルト,しゅーべると,ふらんつしゅーべると,ふらんつぺーたーしゅーべると,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,週末,しゅうまつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シュールストレミング,しゅーるすとれみんぐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,受験,じゅけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酒豪（しゅごう）,しゅごう,うわばみ,ざる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジュゴン,じゅごん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酒池肉林,しゅちにくりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,酒呑童子（しゅてんどうじ）,しゅてんどうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シュナウザー,しゅなうざー,しゅなうつぁー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シュノーケル,しゅのーける,しゅのーけるせっと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジュラ紀,じゅらき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,修羅場,しゅらば,しゅらじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,首里城,しゅりじょう,,,すいぐすく？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シュレディンガーの猫,しゅれでぃんがーのねこ,しゅれーでぃんがーのねこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,障子（しょうじ）,しょうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,城跡,じょうせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,掌底打ち（しょうていうち）,しょうていうち,しょうだ,しょうてい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,消波ブロック,しょうはぶろっく,てとらぽっと,てとらぽっど,なみけしぶろっく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,消費税,しょうひぜい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,菖蒲（ショウブ）,しょうぶ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,照明弾,しょうめいだん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,縄文時代,じょうもんじだい,じょうもん,じょうもんどき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,しょう油顔（弥生顔）,しょうゆがお,やよいがお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,書家,しょか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,食虫植物,しょくちゅうしょくぶつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,食欲の秋,しょくよくのあき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,徐行,じょこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,女子会,じょしかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,女子校,じょしこう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,女子マネージャー,じょしまねーじゃー,じょしまね,まねーじゃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,除雪車,じょせつしゃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,女装,じょそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,暑中見舞い,しょちゅうみまい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ショットガン,しょっとがん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ショパン,しょぱん,ふれでりっくしょぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,白川郷,しらかわごう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,白刃取り,しらはどり,しんけんしらはどり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジル・ド・レ,じるどれ,あおひげ,じるどれぇ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,知床,しれとこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シロナガスクジラ,しろながすくじら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,白バイ隊員,しろばいたいいん,しろばい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シロヘラコウモリ,しろへらこうもり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,進化,しんか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シンガポール,しんがぽーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,真空パック,しんくうぱっく,しんくうほうそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シンクロナイズドスイミング,しんくろないずどすいみんぐ,しんくろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,人工衛星,じんこうえいせい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,人工知能,じんこうちのう,えーあい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,人口爆発,じんこうばくはつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,人材派遣,じんざいはけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,審査員,しんさいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,真実の口,しんじつのくち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シンジュガイ,しんじゅがい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,新宿,しんじゅく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,真珠の耳飾りの少女,しんじゅのみみかざりのしょうじょ,あおいたーばんのしょうじょ,たーばんをまいたしょうじょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シンセサイザー,しんせさいざー,しんせ,みゅーじっくしんせさいざー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,新卒,しんそつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,新体操,しんたいそう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,心頭滅却すれば火もまた涼し,しんとうめっきゃくすればひもまたすずし,しんとうをめっきゃくすればひもまたすずし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,シンドバッド,しんどばっど,しんどばーど,ふなのりしんどばっどのぼうけん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ジンバブエ,じんばぶえ,じんばぶえきょうわこく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,森羅万象（しんらばんしょう）,しんらばんしょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,心理学,しんりがく,さいころじー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,人力飛行機,じんりきひこうき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,新緑,しんりょく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,心理療法士,しんりりょうほうし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,水球,すいきゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,水魚の交わり,すいぎょのまじわり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,水銀,すいぎん,まーきゅりー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,水銀灯,すいぎんとう,すいぎんらんぷ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,水滸伝（すいこでん）,すいこでん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,水墨画,すいぼくが,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スウェーデン,すうぇーでん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スーパーコンピューター,すーぱーこんぴゅーたー,すぱこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スカーチョ,すかーちょ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スカシカシパン,すかしかしぱん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スキャットマン・ジョン,すきゃっとまんじょん,じょんぽーるらーきん,すきゃっとまん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スキュラ,すきゅら,すきゅれー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ズキンアザラシ,ずきんあざらし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スキンケア,すきんけあ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スクラム,すくらむ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スクリーントーン,すくりーんとーん,とーん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スケール,すけーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スコティッシュ・フォールド,すこてぃっしゅふぉーるど,すこてぃっしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,鈴鹿サーキット,すずかさーきっと,さーきっと,すずか,れーすじょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スズムシ,すずむし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スズメの涙,すずめのなみだ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スズメバチ,すずめばち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スターゲイジー・パイ,すたーげいじーぱい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スターリン,すたーりん,よしふすたーりん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スタンディングオベーション,すたんでぃんぐおべーしょん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ズッキーニ,ずっきーに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スッポン,すっぽん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スティーブ・ジョブズ,すてぃーぶじょぶず,じょぶす,じょぶず,すてぃーぶんぽーるすてぃーぶじょぶず,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ステルス機,すてるすき,すてるすせんとうき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ストーンヘンジ,すとーんへんじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ストッパー,すとっぱー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,ストライキ,すとらいき,すと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スナイパー,すないぱー,そげきしゅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スナイパーライフル,すないぱーらいふる,そげきじゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スナネコ,すなねこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,頭脳明晰（ずのうめいせき）,ずのうめいせき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スノーボール,すのーぼーる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スノーモービル,すのーもーびる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,すのこ,すのこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スパイス,すぱいす,こうしんりょう,ちょうみりょう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スパッツ,すぱっつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スピードスケート,すぴーどすけーと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スピノサウルス,すぴのさうるす,すぴのざうるす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スフレチーズケーキ,すふれちーずけーき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スペアキー,すぺあきー,あいかぎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スベスベマンジュウガニ,すべすべまんじゅうがに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,スムージー,すむーじー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むずかしい,3DCG,すりーでぃーしーじー,すりーでぃー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
